Chrom.1		
UV		
ml	mAU	
15.515	352.9158	
15.516	352.8754	
15.517	352.834	
15.517	352.7939	
15.518	352.7532	
15.519	352.7111	
15.52	352.6686	
15.521	352.6274	
15.522	352.5861	
15.522	352.5437	
15.523	352.5009	
15.524	352.4598	
15.525	352.4195	
15.526	352.3788	
15.527	352.3355	
15.527	352.2923	
15.528	352.2507	
15.529	352.2083	
15.53	352.1656	
15.531	352.1223	
15.532	352.0791	
15.532	352.0362	
15.533	351.9905	
15.534	351.9449	
15.535	351.8979	
15.536	351.8517	
15.537	351.8044	
15.537	351.7555	
15.538	351.7054	
15.539	351.6559	
15.54	351.6084	
15.541	351.5583	
15.542	351.5062	
15.542	351.4558	
15.543	351.4041	
15.544	351.3514	
15.545	351.2984	
15.546	351.2453	
15.547	351.1922	
15.547	351.14	
15.548	351.0882	
15.549	351.036	
15.55	350.9832	
15.551	350.9303	
15.552	350.8788	
15.552	350.8257	
15.553	350.7721	
15.554	350.7215	
15.555	350.6711	
15.556	350.621	
15.557	350.5706	
15.557	350.5218	
15.558	350.4743	
15.559	350.4285	
15.56	350.3836	
15.561	350.3378	
15.562	350.2922	
15.562	350.2458	
15.563	350.1977	
15.564	350.1523	
15.565	350.1076	
15.566	350.0625	
15.567	350.0165	
15.567	349.9705	
15.568	349.9234	
15.569	349.8761	
15.57	349.8295	
15.571	349.7842	
15.572	349.7383	
15.572	349.6923	
15.573	349.6473	
15.574	349.6035	
15.575	349.5575	
15.576	349.5106	
15.577	349.4651	
15.577	349.4207	
15.578	349.3748	
15.579	349.3287	
15.58	349.2823	
15.581	349.2379	
15.582	349.1921	
15.582	349.1448	
15.583	349.0977	
15.584	349.0493	
15.585	348.998	
15.586	348.9481	
15.587	348.8979	
15.587	348.8488	
15.588	348.7981	
15.589	348.7477	
15.59	348.697	
15.591	348.6447	
15.592	348.5907	
15.592	348.5363	
15.593	348.4812	
15.594	348.4257	
15.595	348.3712	
15.596	348.3176	
15.597	348.2624	
15.597	348.2072	
15.598	348.152	
15.599	348.0964	
15.6	348.0409	
15.601	347.9837	
15.602	347.9254	
15.602	347.8683	
15.603	347.8133	
15.604	347.7598	
15.605	347.7065	
15.606	347.6535	
15.607	347.5997	
15.607	347.5462	
15.608	347.4926	
15.609	347.4394	
15.61	347.3874	
15.611	347.3347	
15.612	347.282	
15.612	347.2327	
15.613	347.1868	
15.614	347.1425	
15.615	347.0966	
15.616	347.0472	
15.617	346.9963	
15.617	346.946	
15.618	346.8945	
15.619	346.8411	
15.62	346.7906	
15.621	346.7391	
15.622	346.6895	
15.622	346.6418	
15.623	346.5934	
15.624	346.5444	
15.625	346.4921	
15.626	346.4428	
15.627	346.3931	
15.627	346.3432	
15.628	346.295	
15.629	346.2457	
15.63	346.1962	
15.631	346.1454	
15.632	346.0958	
15.632	346.0468	
15.633	345.9978	
15.634	345.9472	
15.635	345.8967	
15.636	345.8458	
15.637	345.7929	
15.637	345.7402	
15.638	345.6886	
15.639	345.6375	
15.64	345.5857	
15.641	345.5315	
15.642	345.4774	
15.642	345.4239	
15.643	345.3682	
15.644	345.3126	
15.645	345.2557	
15.646	345.1989	
15.647	345.1398	
15.647	345.0824	
15.648	345.0248	
15.649	344.9642	
15.65	344.9037	
15.651	344.8436	
15.652	344.7838	
15.652	344.7243	
15.653	344.6642	
15.654	344.6046	
15.655	344.5442	
15.656	344.4836	
15.657	344.4223	
15.657	344.3636	
15.658	344.3051	
15.659	344.2459	
15.66	344.1874	
15.661	344.1308	
15.662	344.0737	
15.662	344.0167	
15.663	343.9583	
15.664	343.8999	
15.665	343.8422	
15.666	343.7863	
15.667	343.7346	
15.667	343.6854	
15.668	343.6313	
15.669	343.5736	
15.67	343.5172	
15.671	343.4617	
15.672	343.4059	
15.672	343.3516	
15.673	343.2948	
15.674	343.2396	
15.675	343.1819	
15.676	343.1267	
15.677	343.0705	
15.677	343.0161	
15.678	342.9617	
15.679	342.9063	
15.68	342.851	
15.681	342.7958	
15.682	342.7375	
15.682	342.6802	
15.683	342.6238	
15.684	342.5689	
15.685	342.5154	
15.686	342.4612	
15.687	342.4072	
15.687	342.3527	
15.688	342.2967	
15.689	342.2418	
15.69	342.1875	
15.691	342.1346	
15.692	342.0807	
15.692	342.0246	
15.693	341.9684	
15.694	341.9099	
15.695	341.8506	
15.696	341.7928	
15.697	341.7352	
15.697	341.6766	
15.698	341.6158	
15.699	341.5547	
15.7	341.4931	
15.701	341.4311	
15.702	341.3698	
15.702	341.31	
15.703	341.2509	
15.704	341.1913	
15.705	341.1283	
15.706	341.0658	
15.707	341.0045	
15.707	340.9428	
15.708	340.8813	
15.709	340.8218	
15.71	340.7605	
15.711	340.6994	
15.712	340.6378	
15.712	340.5772	
15.713	340.5189	
15.714	340.4611	
15.715	340.4043	
15.716	340.3483	
15.717	340.2911	
15.717	340.2344	
15.718	340.1779	
15.719	340.1218	
15.72	340.069	
15.721	340.0179	
15.722	339.9669	
15.722	339.912	
15.723	339.8556	
15.724	339.8003	
15.725	339.7432	
15.726	339.6881	
15.727	339.6308	
15.727	339.5752	
15.728	339.5195	
15.729	339.4642	
15.73	339.4073	
15.731	339.3526	
15.732	339.2962	
15.732	339.2401	
15.733	339.1845	
15.734	339.1278	
15.735	339.0703	
15.736	339.0125	
15.737	338.9567	
15.737	338.902	
15.738	338.8456	
15.739	338.7887	
15.74	338.7341	
15.741	338.6788	
15.742	338.625	
15.742	338.5691	
15.743	338.5125	
15.744	338.4563	
15.745	338.3973	
15.746	338.3394	
15.747	338.2828	
15.747	338.2265	
15.748	338.1665	
15.749	338.1045	
15.75	338.0438	
15.751	337.9827	
15.752	337.9223	
15.752	337.8604	
15.753	337.7985	
15.754	337.736	
15.755	337.6743	
15.756	337.6119	
15.757	337.5486	
15.757	337.4834	
15.758	337.4188	
15.759	337.3571	
15.76	337.2941	
15.761	337.2323	
15.762	337.1689	
15.762	337.1042	
15.763	337.0401	
15.764	336.9745	
15.765	336.9098	
15.766	336.8472	
15.767	336.7841	
15.767	336.719	
15.768	336.6538	
15.769	336.5907	
15.77	336.5287	
15.771	336.4659	
15.772	336.4016	
15.772	336.3387	
15.773	336.2811	
15.774	336.2259	
15.775	336.1684	
15.776	336.1053	
15.777	336.0433	
15.777	335.9831	
15.778	335.9232	
15.779	335.8614	
15.78	335.7987	
15.781	335.7355	
15.782	335.6708	
15.782	335.607	
15.783	335.5445	
15.784	335.483	
15.785	335.4242	
15.786	335.3656	
15.787	335.3074	
15.787	335.2469	
15.788	335.187	
15.789	335.1297	
15.79	335.0718	
15.791	335.0153	
15.792	334.9605	
15.792	334.9061	
15.793	334.8502	
15.794	334.7934	
15.795	334.7378	
15.796	334.6823	
15.797	334.6265	
15.797	334.5702	
15.798	334.5133	
15.799	334.4547	
15.8	334.3949	
15.801	334.3345	
15.802	334.2766	
15.802	334.2179	
15.803	334.1585	
15.804	334.0988	
15.805	334.0382	
15.806	333.9774	
15.807	333.9135	
15.807	333.8498	
15.808	333.787	
15.809	333.7246	
15.81	333.662	
15.811	333.6002	
15.812	333.5353	
15.812	333.4701	
15.813	333.4044	
15.814	333.3393	
15.815	333.2741	
15.816	333.2073	
15.817	333.1408	
15.817	333.0753	
15.818	333.008	
15.819	332.9422	
15.82	332.8782	
15.821	332.8145	
15.822	332.7517	
15.822	332.6883	
15.823	332.6259	
15.824	332.5645	
15.825	332.502	
15.826	332.4413	
15.827	332.3853	
15.827	332.3342	
15.828	332.2777	
15.829	332.2176	
15.83	332.1581	
15.831	332.096	
15.832	332.0339	
15.832	331.972	
15.833	331.9122	
15.834	331.8529	
15.835	331.7925	
15.836	331.731	
15.837	331.6692	
15.837	331.6106	
15.838	331.5508	
15.839	331.4923	
15.84	331.4332	
15.841	331.3756	
15.842	331.318	
15.842	331.2603	
15.843	331.1994	
15.844	331.141	
15.845	331.0807	
15.846	331.0218	
15.847	330.962	
15.847	330.9022	
15.848	330.8415	
15.849	330.7839	
15.85	330.7246	
15.851	330.6642	
15.852	330.6057	
15.852	330.5453	
15.853	330.4839	
15.854	330.4214	
15.855	330.358	
15.856	330.2953	
15.857	330.2339	
15.857	330.1737	
15.858	330.1087	
15.859	330.0417	
15.86	329.9763	
15.861	329.9112	
15.862	329.843	
15.862	329.7756	
15.863	329.7087	
15.864	329.6418	
15.865	329.5745	
15.866	329.5077	
15.867	329.4416	
15.867	329.3749	
15.868	329.3048	
15.869	329.2362	
15.87	329.167	
15.871	329.0989	
15.872	329.0308	
15.872	328.9608	
15.873	328.8922	
15.874	328.8262	
15.875	328.7611	
15.876	328.6954	
15.877	328.6299	
15.877	328.5644	
15.878	328.4993	
15.879	328.4355	
15.88	328.376	
15.881	328.3193	
15.882	328.2596	
15.882	328.1977	
15.883	328.1352	
15.884	328.0721	
15.885	328.0087	
15.886	327.9459	
15.886	327.8828	
15.887	327.8199	
15.888	327.7566	
15.889	327.6967	
15.89	327.6346	
15.891	327.5751	
15.891	327.5144	
15.892	327.4527	
15.893	327.3933	
15.894	327.3353	
15.895	327.2744	
15.896	327.2144	
15.896	327.1567	
15.897	327.0992	
15.898	327.0413	
15.899	326.9808	
15.9	326.9223	
15.901	326.8646	
15.901	326.8071	
15.902	326.7498	
15.903	326.691	
15.904	326.6329	
15.905	326.5733	
15.906	326.5132	
15.906	326.4523	
15.907	326.3912	
15.908	326.3283	
15.909	326.2652	
15.91	326.2024	
15.911	326.1401	
15.911	326.0744	
15.912	326.009	
15.913	325.9452	
15.914	325.8804	
15.915	325.8143	
15.916	325.7479	
15.916	325.6804	
15.917	325.6125	
15.918	325.5432	
15.919	325.4737	
15.92	325.4053	
15.921	325.336	
15.921	325.2659	
15.922	325.1961	
15.923	325.1259	
15.924	325.0563	
15.925	324.9869	
15.926	324.9199	
15.926	324.8539	
15.927	324.7884	
15.928	324.7242	
15.929	324.6609	
15.93	324.5958	
15.931	324.5298	
15.931	324.4643	
15.932	324.4005	
15.933	324.3405	
15.934	324.284	
15.935	324.2257	
15.936	324.1655	
15.936	324.1044	
15.937	324.0405	
15.938	323.9762	
15.939	323.9126	
15.94	323.8497	
15.941	323.7877	
15.941	323.7271	
15.942	323.6677	
15.943	323.606	
15.944	323.5457	
15.945	323.486	
15.946	323.425	
15.946	323.3639	
15.947	323.3021	
15.948	323.2419	
15.949	323.1804	
15.95	323.1204	
15.951	323.0615	
15.951	323.0047	
15.952	322.9467	
15.953	322.8895	
15.954	322.8337	
15.955	322.7741	
15.956	322.7137	
15.956	322.652	
15.957	322.5933	
15.958	322.5339	
15.959	322.476	
15.96	322.4161	
15.961	322.3557	
15.961	322.2929	
15.962	322.2292	
15.963	322.1641	
15.964	322.1012	
15.965	322.037	
15.966	321.9704	
15.966	321.9044	
15.967	321.8377	
15.968	321.7706	
15.969	321.7023	
15.97	321.6345	
15.971	321.5648	
15.971	321.4949	
15.972	321.424	
15.973	321.3528	
15.974	321.2827	
15.975	321.2089	
15.976	321.1373	
15.976	321.0675	
15.977	320.9951	
15.978	320.9214	
15.979	320.85	
15.98	320.7782	
15.981	320.7081	
15.981	320.6406	
15.982	320.572	
15.983	320.5037	
15.984	320.436	
15.985	320.3671	
15.986	320.3003	
15.986	320.2378	
15.987	320.179	
15.988	320.1204	
15.989	320.055	
15.99	319.9915	
15.991	319.9276	
15.991	319.8602	
15.992	319.7946	
15.993	319.7297	
15.994	319.6636	
15.995	319.5969	
15.996	319.5342	
15.996	319.471	
15.997	319.4077	
15.998	319.3459	
15.999	319.2865	
16	319.2262	
16.001	319.1663	
16.001	319.107	
16.002	319.0435	
16.003	318.982	
16.004	318.9223	
16.005	318.8644	
16.006	318.8064	
16.006	318.7462	
16.007	318.6845	
16.008	318.6234	
16.009	318.5631	
16.01	318.5024	
16.011	318.4389	
16.011	318.3747	
16.012	318.3163	
16.013	318.2554	
16.014	318.1942	
16.015	318.1316	
16.016	318.0695	
16.016	318.0069	
16.017	317.9438	
16.018	317.878	
16.019	317.8126	
16.02	317.746	
16.021	317.6776	
16.021	317.6082	
16.022	317.5402	
16.023	317.4715	
16.024	317.4032	
16.025	317.3333	
16.026	317.2634	
16.026	317.1934	
16.027	317.1257	
16.028	317.0567	
16.029	316.9866	
16.03	316.9172	
16.031	316.8492	
16.031	316.7815	
16.032	316.7132	
16.033	316.6454	
16.034	316.5777	
16.035	316.5095	
16.036	316.4421	
16.036	316.376	
16.037	316.3098	
16.038	316.2437	
16.039	316.1795	
16.04	316.1176	
16.041	316.0598	
16.041	316.0031	
16.042	315.9403	
16.043	315.8759	
16.044	315.8147	
16.045	315.752	
16.046	315.6898	
16.046	315.6274	
16.047	315.5656	
16.048	315.5017	
16.049	315.4413	
16.05	315.3808	
16.051	315.32	
16.051	315.2592	
16.052	315.1983	
16.053	315.1382	
16.054	315.0769	
16.055	315.0143	
16.056	314.9552	
16.056	314.8953	
16.057	314.8346	
16.058	314.7738	
16.059	314.7129	
16.06	314.6548	
16.061	314.5953	
16.061	314.5373	
16.062	314.4774	
16.063	314.4206	
16.064	314.3625	
16.065	314.3028	
16.066	314.2436	
16.066	314.1816	
16.067	314.118	
16.068	314.0538	
16.069	313.9914	
16.07	313.9253	
16.071	313.8598	
16.071	313.7944	
16.072	313.7302	
16.073	313.6635	
16.074	313.598	
16.075	313.5328	
16.076	313.4666	
16.076	313.3978	
16.077	313.3289	
16.078	313.2588	
16.079	313.1908	
16.08	313.1232	
16.081	313.0524	
16.081	312.9818	
16.082	312.9109	
16.083	312.841	
16.084	312.7703	
16.085	312.6989	
16.086	312.6293	
16.086	312.5585	
16.087	312.4898	
16.088	312.4216	
16.089	312.354	
16.09	312.2871	
16.091	312.2195	
16.091	312.1523	
16.092	312.0858	
16.093	312.0214	
16.094	311.9625	
16.095	311.9025	
16.096	311.836	
16.096	311.7708	
16.097	311.7054	
16.098	311.6409	
16.099	311.5786	
16.1	311.5114	
16.101	311.448	
16.101	311.3867	
16.102	311.3251	
16.103	311.2617	
16.104	311.1983	
16.105	311.1355	
16.106	311.074	
16.106	311.0116	
16.107	310.9527	
16.108	310.8902	
16.109	310.8303	
16.11	310.7691	
16.111	310.7092	
16.111	310.6499	
16.112	310.5928	
16.113	310.5354	
16.114	310.4763	
16.115	310.4164	
16.116	310.3573	
16.116	310.2984	
16.117	310.2379	
16.118	310.1765	
16.119	310.1169	
16.12	310.0558	
16.121	309.9966	
16.121	309.9327	
16.122	309.8702	
16.123	309.8063	
16.124	309.7432	
16.125	309.6788	
16.126	309.616	
16.126	309.5498	
16.127	309.4828	
16.128	309.4169	
16.129	309.3527	
16.13	309.2854	
16.131	309.2176	
16.131	309.1498	
16.132	309.0822	
16.133	309.0113	
16.134	308.942	
16.135	308.8741	
16.136	308.8087	
16.136	308.7402	
16.137	308.6732	
16.138	308.6064	
16.139	308.5433	
16.14	308.4779	
16.141	308.4114	
16.141	308.3456	
16.142	308.2808	
16.143	308.2151	
16.144	308.1499	
16.145	308.0863	
16.146	308.0233	
16.146	307.962	
16.147	307.9052	
16.148	307.8504	
16.149	307.7903	
16.15	307.7281	
16.151	307.6672	
16.151	307.6077	
16.152	307.5452	
16.153	307.4834	
16.154	307.423	
16.155	307.3614	
16.156	307.3005	
16.156	307.2384	
16.157	307.1794	
16.158	307.1191	
16.159	307.0596	
16.16	306.9965	
16.161	306.9344	
16.161	306.8764	
16.162	306.8168	
16.163	306.7596	
16.164	306.7006	
16.165	306.6437	
16.166	306.5872	
16.166	306.5288	
16.167	306.4716	
16.168	306.4156	
16.169	306.3567	
16.17	306.2953	
16.171	306.2343	
16.171	306.1756	
16.172	306.1171	
16.173	306.059	
16.174	305.9996	
16.175	305.9394	
16.176	305.8782	
16.176	305.8171	
16.177	305.7525	
16.178	305.6881	
16.179	305.6235	
16.18	305.5603	
16.181	305.4951	
16.181	305.4283	
16.182	305.361	
16.183	305.294	
16.184	305.2256	
16.185	305.1564	
16.186	305.0883	
16.186	305.0193	
16.187	304.9522	
16.188	304.8825	
16.189	304.8119	
16.19	304.7437	
16.191	304.6786	
16.191	304.6116	
16.192	304.5428	
16.193	304.4743	
16.194	304.4056	
16.195	304.3356	
16.196	304.2679	
16.196	304.2007	
16.197	304.1346	
16.198	304.0706	
16.199	304.007	
16.2	303.9444	
16.201	303.8858	
16.201	303.83	
16.202	303.7694	
16.203	303.7057	
16.204	303.6435	
16.205	303.5807	
16.206	303.5171	
16.206	303.4536	
16.207	303.3879	
16.208	303.3248	
16.209	303.2645	
16.21	303.2041	
16.211	303.1437	
16.211	303.0813	
16.212	303.0234	
16.213	302.9651	
16.214	302.9051	
16.215	302.8462	
16.216	302.7919	
16.216	302.7362	
16.217	302.6791	
16.218	302.6217	
16.219	302.5665	
16.22	302.5085	
16.221	302.4543	
16.221	302.3972	
16.222	302.3393	
16.223	302.2821	
16.224	302.2252	
16.225	302.1663	
16.226	302.1064	
16.226	302.0499	
16.227	301.9906	
16.228	301.9322	
16.229	301.8721	
16.23	301.8089	
16.231	301.747	
16.231	301.685	
16.232	301.623	
16.233	301.5555	
16.234	301.4901	
16.235	301.4234	
16.236	301.3572	
16.236	301.289	
16.237	301.2216	
16.238	301.1559	
16.239	301.0868	
16.24	301.0187	
16.241	300.9512	
16.241	300.8825	
16.242	300.8168	
16.243	300.7502	
16.244	300.6858	
16.245	300.6221	
16.246	300.5582	
16.246	300.4951	
16.247	300.4303	
16.248	300.368	
16.249	300.3063	
16.25	300.2438	
16.251	300.1834	
16.251	300.1204	
16.252	300.0573	
16.253	299.9986	
16.254	299.9463	
16.255	299.8933	
16.256	299.8377	
16.256	299.7809	
16.257	299.7232	
16.258	299.6654	
16.259	299.6073	
16.26	299.5483	
16.261	299.4898	
16.261	299.4308	
16.262	299.3719	
16.263	299.313	
16.264	299.2557	
16.265	299.1976	
16.266	299.1382	
16.266	299.0826	
16.267	299.0253	
16.268	298.9695	
16.269	298.9124	
16.27	298.8533	
16.271	298.7972	
16.271	298.7402	
16.272	298.6862	
16.273	298.6317	
16.274	298.5746	
16.275	298.5193	
16.276	298.4641	
16.276	298.4085	
16.277	298.3521	
16.278	298.2962	
16.279	298.24	
16.28	298.1819	
16.281	298.1265	
16.281	298.0693	
16.282	298.0127	
16.283	297.9542	
16.284	297.8956	
16.285	297.8358	
16.286	297.7744	
16.286	297.7134	
16.287	297.6518	
16.288	297.5897	
16.289	297.528	
16.29	297.4657	
16.291	297.404	
16.291	297.3403	
16.292	297.2784	
16.293	297.2144	
16.294	297.1515	
16.295	297.0874	
16.296	297.0218	
16.296	296.9562	
16.297	296.89	
16.298	296.8229	
16.299	296.7573	
16.3	296.6934	
16.301	296.631	
16.301	296.5689	
16.302	296.5063	
16.303	296.4448	
16.304	296.383	
16.305	296.3215	
16.306	296.262	
16.306	296.2044	
16.307	296.1508	
16.308	296.0966	
16.309	296.0395	
16.31	295.9814	
16.311	295.924	
16.311	295.8641	
16.312	295.8066	
16.313	295.747	
16.314	295.6892	
16.315	295.6315	
16.316	295.5772	
16.316	295.5211	
16.317	295.4649	
16.318	295.4106	
16.319	295.3572	
16.32	295.3039	
16.321	295.2506	
16.321	295.1959	
16.322	295.1431	
16.323	295.0917	
16.324	295.04	
16.325	294.9884	
16.326	294.9362	
16.326	294.8852	
16.327	294.8347	
16.328	294.7831	
16.329	294.7306	
16.33	294.6781	
16.331	294.6271	
16.331	294.5735	
16.332	294.5219	
16.333	294.4691	
16.334	294.4177	
16.335	294.3637	
16.336	294.3095	
16.336	294.2541	
16.337	294.198	
16.338	294.1428	
16.339	294.0867	
16.34	294.028	
16.341	293.9698	
16.341	293.9105	
16.342	293.8515	
16.343	293.7905	
16.344	293.731	
16.345	293.6696	
16.346	293.6076	
16.346	293.5468	
16.347	293.485	
16.348	293.4214	
16.349	293.3607	
16.35	293.3021	
16.351	293.2415	
16.351	293.179	
16.352	293.121	
16.353	293.0631	
16.354	293.0044	
16.355	292.9438	
16.356	292.8887	
16.356	292.8313	
16.357	292.7755	
16.358	292.7199	
16.359	292.6656	
16.36	292.6131	
16.361	292.5635	
16.361	292.5161	
16.362	292.4663	
16.363	292.4143	
16.364	292.3622	
16.365	292.3064	
16.366	292.2538	
16.366	292.2011	
16.367	292.1481	
16.368	292.0964	
16.369	292.0464	
16.37	291.9971	
16.371	291.9467	
16.371	291.8963	
16.372	291.8483	
16.373	291.7983	
16.374	291.7492	
16.375	291.6981	
16.376	291.6501	
16.376	291.6001	
16.377	291.5514	
16.378	291.503	
16.379	291.4572	
16.38	291.4094	
16.381	291.3614	
16.381	291.3158	
16.382	291.271	
16.383	291.2243	
16.384	291.1783	
16.385	291.1299	
16.386	291.0841	
16.386	291.0361	
16.387	290.9898	
16.388	290.9407	
16.389	290.8912	
16.39	290.8414	
16.391	290.7899	
16.391	290.7391	
16.392	290.6885	
16.393	290.6347	
16.394	290.583	
16.395	290.5299	
16.396	290.4796	
16.396	290.4257	
16.397	290.3732	
16.398	290.3199	
16.399	290.2662	
16.4	290.2114	
16.401	290.1596	
16.401	290.1062	
16.402	290.0501	
16.403	289.992	
16.404	289.9355	
16.405	289.8792	
16.406	289.8244	
16.406	289.7693	
16.407	289.7151	
16.408	289.6629	
16.409	289.6118	
16.41	289.5594	
16.411	289.508	
16.411	289.4548	
16.412	289.4038	
16.413	289.3559	
16.414	289.3122	
16.415	289.2702	
16.416	289.2229	
16.416	289.1742	
16.417	289.1282	
16.418	289.078	
16.419	289.0315	
16.42	288.9842	
16.421	288.9356	
16.421	288.8865	
16.422	288.8388	
16.423	288.7938	
16.424	288.7532	
16.425	288.7108	
16.426	288.6707	
16.426	288.6309	
16.427	288.5908	
16.428	288.5516	
16.429	288.513	
16.43	288.472	
16.431	288.4337	
16.431	288.397	
16.432	288.3607	
16.433	288.3202	
16.434	288.2814	
16.435	288.2437	
16.436	288.206	
16.436	288.1695	
16.437	288.131	
16.438	288.0938	
16.439	288.0576	
16.44	288.0167	
16.441	287.9785	
16.441	287.9412	
16.442	287.9021	
16.443	287.8631	
16.444	287.8237	
16.445	287.7824	
16.446	287.7411	
16.446	287.697	
16.447	287.6536	
16.448	287.6094	
16.449	287.5657	
16.45	287.521	
16.451	287.4798	
16.451	287.4355	
16.452	287.3899	
16.453	287.3465	
16.454	287.3044	
16.455	287.2607	
16.455	287.216	
16.456	287.1709	
16.457	287.1244	
16.458	287.0805	
16.459	287.0372	
16.46	286.9944	
16.46	286.9547	
16.461	286.913	
16.462	286.8726	
16.463	286.8324	
16.464	286.7947	
16.465	286.7562	
16.465	286.7191	
16.466	286.683	
16.467	286.6511	
16.468	286.6185	
16.469	286.5866	
16.47	286.5529	
16.47	286.518	
16.471	286.4818	
16.472	286.4474	
16.473	286.4138	
16.474	286.3812	
16.475	286.3473	
16.475	286.3147	
16.476	286.2832	
16.477	286.2507	
16.478	286.2233	
16.479	286.1957	
16.48	286.1655	
16.48	286.1351	
16.481	286.1069	
16.482	286.0798	
16.483	286.0509	
16.484	286.0251	
16.485	285.9968	
16.485	285.9681	
16.486	285.9394	
16.487	285.913	
16.488	285.884	
16.489	285.8595	
16.49	285.8318	
16.49	285.8053	
16.491	285.7779	
16.492	285.752	
16.493	285.7253	
16.494	285.6977	
16.495	285.6688	
16.495	285.6425	
16.496	285.6149	
16.497	285.5842	
16.498	285.5518	
16.499	285.5222	
16.5	285.4913	
16.5	285.4619	
16.501	285.433	
16.502	285.4031	
16.503	285.3694	
16.504	285.3389	
16.505	285.3056	
16.505	285.2758	
16.506	285.2451	
16.507	285.213	
16.508	285.1827	
16.509	285.1525	
16.51	285.1214	
16.51	285.0903	
16.511	285.0599	
16.512	285.0314	
16.513	285.001	
16.514	284.9722	
16.515	284.9438	
16.515	284.9143	
16.516	284.8844	
16.517	284.8556	
16.518	284.8274	
16.519	284.8032	
16.52	284.7761	
16.52	284.7528	
16.521	284.7295	
16.522	284.7063	
16.523	284.6776	
16.524	284.652	
16.525	284.6251	
16.525	284.6009	
16.526	284.5751	
16.527	284.5508	
16.528	284.5308	
16.529	284.5074	
16.53	284.4842	
16.53	284.4623	
16.531	284.4405	
16.532	284.4193	
16.533	284.3987	
16.534	284.3809	
16.535	284.364	
16.535	284.346	
16.536	284.329	
16.537	284.3149	
16.538	284.3	
16.539	284.2892	
16.54	284.2766	
16.54	284.2644	
16.541	284.25	
16.542	284.2368	
16.543	284.2237	
16.544	284.2103	
16.545	284.1992	
16.545	284.1897	
16.546	284.1786	
16.547	284.1661	
16.548	284.1545	
16.549	284.1389	
16.55	284.1229	
16.55	284.1107	
16.551	284.0966	
16.552	284.0836	
16.553	284.0681	
16.554	284.0519	
16.555	284.0353	
16.555	284.0164	
16.556	283.9989	
16.557	283.9838	
16.558	283.9674	
16.559	283.9494	
16.56	283.9297	
16.56	283.9118	
16.561	283.8956	
16.562	283.8788	
16.563	283.8615	
16.564	283.8464	
16.565	283.8335	
16.565	283.8182	
16.566	283.8028	
16.567	283.7887	
16.568	283.7753	
16.569	283.7626	
16.57	283.7509	
16.57	283.7405	
16.571	283.7275	
16.572	283.7181	
16.573	283.7071	
16.574	283.6981	
16.575	283.69	
16.575	283.6802	
16.576	283.6725	
16.577	283.6662	
16.578	283.6571	
16.579	283.6483	
16.58	283.6414	
16.58	283.6371	
16.581	283.6322	
16.582	283.6251	
16.583	283.6213	
16.584	283.6157	
16.585	283.6119	
16.585	283.607	
16.586	283.6038	
16.587	283.6006	
16.588	283.5975	
16.589	283.5975	
16.59	283.5945	
16.59	283.5938	
16.591	283.5932	
16.592	283.5932	
16.593	283.593	
16.594	283.5939	
16.595	283.594	
16.595	283.5951	
16.596	283.5984	
16.597	283.5998	
16.598	283.6009	
16.599	283.6041	
16.6	283.6051	
16.6	283.606	
16.601	283.6066	
16.602	283.6066	
16.603	283.6083	
16.604	283.6066	
16.605	283.607	
16.605	283.6043	
16.606	283.604	
16.607	283.6032	
16.608	283.602	
16.609	283.5991	
16.61	283.5932	
16.61	283.5922	
16.611	283.5899	
16.612	283.5872	
16.613	283.5848	
16.614	283.5804	
16.615	283.5791	
16.615	283.5767	
16.616	283.5749	
16.617	283.5746	
16.618	283.5738	
16.619	283.5723	
16.62	283.5707	
16.62	283.5724	
16.621	283.5724	
16.622	283.5728	
16.623	283.5745	
16.624	283.5737	
16.625	283.5779	
16.625	283.582	
16.626	283.5848	
16.627	283.5873	
16.628	283.5909	
16.629	283.5965	
16.63	283.6014	
16.63	283.6099	
16.631	283.6155	
16.632	283.6237	
16.633	283.6294	
16.634	283.6364	
16.635	283.6439	
16.635	283.6493	
16.636	283.6575	
16.637	283.6671	
16.638	283.6761	
16.639	283.6854	
16.64	283.6946	
16.64	283.7072	
16.641	283.7188	
16.642	283.7332	
16.643	283.7473	
16.644	283.7601	
16.645	283.7737	
16.645	283.7863	
16.646	283.798	
16.647	283.8133	
16.648	283.8278	
16.649	283.8435	
16.65	283.8572	
16.65	283.8724	
16.651	283.8863	
16.652	283.9008	
16.653	283.9128	
16.654	283.9292	
16.655	283.9431	
16.655	283.9577	
16.656	283.9726	
16.657	283.9873	
16.658	283.9994	
16.659	284.0092	
16.66	284.0231	
16.66	284.0361	
16.661	284.0454	
16.662	284.0564	
16.663	284.0646	
16.664	284.074	
16.665	284.0818	
16.665	284.0903	
16.666	284.0992	
16.667	284.1098	
16.668	284.1197	
16.669	284.1324	
16.67	284.141	
16.67	284.1525	
16.671	284.1649	
16.672	284.1751	
16.673	284.1868	
16.674	284.1995	
16.675	284.2115	
16.675	284.2261	
16.676	284.2397	
16.677	284.2569	
16.678	284.2712	
16.679	284.2874	
16.68	284.3051	
16.68	284.3205	
16.681	284.3347	
16.682	284.351	
16.683	284.3672	
16.684	284.3853	
16.685	284.4039	
16.685	284.4221	
16.686	284.4446	
16.687	284.466	
16.688	284.4865	
16.689	284.5077	
16.69	284.5241	
16.69	284.5435	
